"num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
8.0,1.0,0.4159166216850281,"[[effective]] but too-tepid biopic",0.0,0.5985809564590454,"[[efficacious]] but too-tepid biopic"
75.0,1.0,0.0011255145072937012,"the [[rock]] is destined to be the 21[[st]] [[century]]'s new "" conan "" and that he's going to make a [[splash]] even [[greater]] than arnold schwarzenegger , jean-claud van damme or steven segal .",0.0,0.5946218371391296,"the [[pebble]] is destined to be the 21[[street]] [[millenium]]'s new "" conan "" and that he's going to make a [[spatter]] even [[hugest]] than arnold schwarzenegger , jean-claud van damme or steven segal ."
57.0,1.0,0.009527146816253662,"if you [[sometimes]] like to go to the movies to have [[fun]] , [[wasabi]] is a [[good]] place to start .",0.0,0.7370417714118958,"if you [[intermittently]] like to go to the movies to have [[amusement]] , [[horseradish]] is a [[opportune]] place to start ."
75.0,1.0,0.0034493207931518555,"emerges as something [[rare]] , an issue movie that's [[so]] honest and [[keenly]] observed that it doesn't feel like one .",0.0,0.8373984098434448,"emerges as something [[scant]] , an issue movie that's [[hence]] honest and [[impatiently]] observed that it doesn't feel like one ."
129.0,1.0,0.004031181335449219,"the gorgeously elaborate [[continuation]] of "" the lord of the rings "" trilogy is so [[huge]] that a column of words cannot adequately describe co-writer/director peter jackson's [[expanded]] [[vision]] of j . r . r . tolkien's middle-earth .",0.0,0.6548410058021545,"the gorgeously elaborate [[pursuit]] of "" the lord of the rings "" trilogy is so [[heavy]] that a column of words cannot adequately describe co-writer/director peter jackson's [[augment]] [[idea]] of j . r . r . tolkien's middle-earth ."
41.0,1.0,0.013805150985717773,"[[offers]] that [[rare]] combination of [[entertainment]] and education .",0.0,0.6462270021438599,"[[offered]] that [[meagre]] combination of [[distraction]] and education ."
45.0,1.0,0.00670933723449707,"perhaps no picture ever made has more literally showed that the road to [[hell]] is [[paved]] with [[good]] intentions .",0.0,0.6824232339859009,"perhaps no picture ever made has more literally showed that the road to [[shit]] is [[surfaced]] with [[opportune]] intentions ."
62.0,1.0,0.020573019981384277,"steers turns in a snappy screenplay that curls at the edges ; it's so [[clever]] you want to hate it . but he somehow [[pulls]] it off .",0.0,0.6305546164512634,"steers turns in a snappy screenplay that curls at the edges ; it's so [[shrewd]] you want to hate it . but he somehow [[withdrawals]] it off ."
153.0,1.0,0.003539144992828369,"the [[film]] [[provides]] some [[great]] insight into the neurotic [[mindset]] of all [[comics]] -- even those who [[have]] [[reached]] the [[absolute]] [[top]] of the [[game]] .",0.0,0.7442061901092529,"the [[movie]] [[offered]] some [[gargantuan]] insight into the neurotic [[psychotropic]] of all [[cartoons]] -- even those who [[did]] [[totalled]] the [[utter]] [[upper]] of the [[play]] ."
65.0,1.0,0.0034134387969970703,"this is a [[film]] [[well]] worth [[seeing]] , [[talking]] and [[singing]] heads and all .",0.0,0.698920488357544,"this is a [[theater]] [[too]] worth [[believe]] , [[chitchat]] and [[exalt]] heads and all ."
56.0,1.0,0.004769027233123779,"what really [[surprises]] about wisegirls is its low-[[key]] quality and [[genuine]] [[tenderness]] .",0.0,0.5744096040725708,"what really [[dumbfounded]] about wisegirls is its low-[[vital]] quality and [[veritable]] [[sensibility]] ."
63.0,1.0,0.0034979581832885742,"( wendigo is ) why we go to the [[cinema]] : to be [[fed]] through the [[eye]] , the [[heart]] , the [[mind]] .",0.0,0.6578364968299866,"( wendigo is ) why we go to the [[flick]] : to be [[stoked]] through the [[peek]] , the [[coeur]] , the [[esprit]] ."
21.0,1.0,0.019100308418273926,"ultimately , it [[ponders]] the reasons we need stories [[so]] much .",0.0,0.8333171606063843,"ultimately , it [[mulling]] the reasons we need stories [[too]] much ."
42.0,1.0,0.0065729618072509766,"one of the [[greatest]] family-oriented , fantasy-adventure movies ever .",0.0,0.5606930255889893,"one of the [[worst]] family-oriented , fantasy-adventure movies ever ."
29.0,1.0,0.0024276375770568848,"an utterly [[compelling]] 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .",0.0,0.6750001907348633,"an utterly [[incontrovertible]] 'who wrote it' in which the reputation of the most famous author who ever lived comes into question ."
63.0,1.0,0.002911984920501709,"[[offers]] a [[breath]] of the [[fresh]] [[air]] of true sophistication .",0.0,0.5321787595748901,"[[supply]] a [[whiff]] of the [[fraiche]] [[airlines]] of true sophistication ."
85.0,1.0,0.002773463726043701,"the [[movie]]'s ripe , enrapturing [[beauty]] will [[tempt]] those [[willing]] to [[probe]] its [[inscrutable]] [[mysteries]] .",0.0,0.612263023853302,"the [[footage]]'s ripe , enrapturing [[cosmetology]] will [[attempting]] those [[desirous]] to [[surveyed]] its [[inaudible]] [[puzzles]] ."
61.0,1.0,0.0011062026023864746,"a disturbing and [[frighteningly]] [[evocative]] assembly of imagery and hypnotic music composed by philip glass .",0.0,0.5181559324264526,"a disturbing and [[pathetically]] [[reminiscent]] assembly of imagery and hypnotic music composed by philip glass ."
29.0,1.0,0.002968430519104004,"[[scores]] a [[few]] points for doing what it does with a dedicated and good-hearted professionalism .",0.0,0.5451045632362366,"[[footnotes]] a [[meager]] points for doing what it does with a dedicated and good-hearted professionalism ."
67.0,1.0,0.003364264965057373,"not for everyone , but for those with whom it will connect , it's a [[nice]] departure from [[standard]] moviegoing [[fare]] .",0.0,0.598285436630249,"not for everyone , but for those with whom it will connect , it's a [[peachy]] departure from [[habitual]] moviegoing [[fees]] ."
62.0,1.0,0.0174483060836792,"occasionally melodramatic , it's also [[extremely]] [[effective]] .",0.0,0.7806214094161987,"occasionally melodramatic , it's also [[terribly]] [[efficacious]] ."
70.0,1.0,0.0020334720611572266,"an idealistic love story that [[brings]] out the latent 15-[[year]]-[[old]] [[romantic]] in everyone .",0.0,0.862280011177063,"an idealistic love story that [[begs]] out the latent 15-[[anno]]-[[obsolete]] [[romance]] in everyone ."
125.0,1.0,0.00032579898834228516,"with a cast that includes some of the top actors working in [[independent]] [[film]] , [[lovely]] & [[amazing]] [[involves]] us [[because]] it is so incisive , [[so]] bleakly [[amusing]] about how we go about our lives .",0.0,0.6960957646369934,"with a cast that includes some of the top actors working in [[irrespective]] [[cinematography]] , [[glamorous]] & [[admirable]] [[presumes]] us [[oj]] it is so incisive , [[too]] bleakly [[comic]] about how we go about our lives ."
47.0,1.0,0.0032812952995300293,"it [[helps]] that lil bow wow . . . [[tones]] down his pint-sized gangsta act to play someone who resembles a real kid .",0.0,0.5763586759567261,"it [[succour]] that lil bow wow . . . [[undertone]] down his pint-sized gangsta act to play someone who resembles a real kid ."
85.0,1.0,0.027940750122070312,"at about 95 minutes , treasure planet [[maintains]] a [[brisk]] [[pace]] as it [[races]] through the familiar story . however , it lacks grandeur and that epic quality [[often]] associated with stevenson's tale as well as with earlier disney efforts .",0.0,0.6252749562263489,"at about 95 minutes , treasure planet [[argues]] a [[briskly]] [[velocity]] as it [[camels]] through the familiar story . however , it lacks grandeur and that epic quality [[habitually]] associated with stevenson's tale as well as with earlier disney efforts ."
19.0,1.0,0.007707715034484863,"light , [[cute]] and [[forgettable]] .",0.0,0.672183632850647,"light , [[purty]] and [[uninspired]] ."
66.0,1.0,0.011350512504577637,"though everything might be literate and [[smart]] , it never [[took]] off and [[always]] seemed static .",0.0,0.5291268825531006,"though everything might be literate and [[shrewd]] , it never [[picked]] off and [[systematically]] seemed static ."
